Type,Seed,fname,rep,num_ratios,tstat,optMetric
empirical,2,fecalCalProtectin_UC,1,13,49.86288258991669,combinedF
null,2,fecalCalProtectin_UC,1,13,12.061078523925612,combinedF
null,2,fecalCalProtectin_UC,2,13,17.653511545515556,combinedF
null,2,fecalCalProtectin_UC,3,13,11.091761758155586,combinedF
null,2,fecalCalProtectin_UC,4,13,9.55007496770047,combinedF
null,2,fecalCalProtectin_UC,5,13,15.79133394314965,combinedF
null,2,fecalCalProtectin_UC,6,13,15.755064550381078,combinedF
null,2,fecalCalProtectin_UC,7,5,17.01277601275363,combinedF
null,2,fecalCalProtectin_UC,8,13,23.067647924463778,combinedF
null,2,fecalCalProtectin_UC,9,8,19.907960283810286,combinedF
null,2,fecalCalProtectin_UC,10,13,17.94890662354826,combinedF
null,2,fecalCalProtectin_UC,11,13,25.5969325676565,combinedF
null,2,fecalCalProtectin_UC,12,13,26.355341618872167,combinedF
null,2,fecalCalProtectin_UC,13,8,29.02461177684178,combinedF
null,2,fecalCalProtectin_UC,14,13,16.112280046199864,combinedF
null,2,fecalCalProtectin_UC,15,13,23.565491587091074,combinedF
null,2,fecalCalProtectin_UC,16,7,16.120737158309254,combinedF
null,2,fecalCalProtectin_UC,17,13,28.129038653393557,combinedF
null,2,fecalCalProtectin_UC,18,13,23.150807466971628,combinedF
null,2,fecalCalProtectin_UC,19,13,18.68073202715943,combinedF
null,2,fecalCalProtectin_UC,20,13,11.33799361980536,combinedF
null,2,fecalCalProtectin_UC,21,13,20.23909570888301,combinedF
null,2,fecalCalProtectin_UC,22,13,39.93471691475258,combinedF
null,2,fecalCalProtectin_UC,23,4,9.9379695508846,combinedF
null,2,fecalCalProtectin_UC,24,13,12.356430997323631,combinedF
null,2,fecalCalProtectin_UC,25,13,6.455682418507162,combinedF
null,2,fecalCalProtectin_UC,26,13,16.803793509099684,combinedF
null,2,fecalCalProtectin_UC,27,13,16.007298408634984,combinedF
null,2,fecalCalProtectin_UC,28,10,15.20271944221856,combinedF
null,2,fecalCalProtectin_UC,29,13,28.302740094647124,combinedF
null,2,fecalCalProtectin_UC,30,6,17.47889782118285,combinedF
null,2,fecalCalProtectin_UC,31,13,15.558417316575348,combinedF
null,2,fecalCalProtectin_UC,32,13,21.878137061624187,combinedF
null,2,fecalCalProtectin_UC,33,13,34.56415313543371,combinedF
null,2,fecalCalProtectin_UC,34,13,17.899879055182005,combinedF
null,2,fecalCalProtectin_UC,35,13,29.084640929341184,combinedF
null,2,fecalCalProtectin_UC,36,13,14.320492054605301,combinedF
null,2,fecalCalProtectin_UC,37,13,15.765554735357451,combinedF
null,2,fecalCalProtectin_UC,38,13,27.870660118266738,combinedF
null,2,fecalCalProtectin_UC,39,5,9.896806216997415,combinedF
null,2,fecalCalProtectin_UC,40,13,20.160844563673336,combinedF
null,2,fecalCalProtectin_UC,41,13,12.569128720379208,combinedF
null,2,fecalCalProtectin_UC,42,13,11.912860827682252,combinedF
null,2,fecalCalProtectin_UC,43,13,7.975842234937328,combinedF
null,2,fecalCalProtectin_UC,44,13,8.637487814756382,combinedF
null,2,fecalCalProtectin_UC,45,13,7.584077765878474,combinedF
null,2,fecalCalProtectin_UC,46,13,23.465268926340485,combinedF
null,2,fecalCalProtectin_UC,47,13,6.747166756645135,combinedF
null,2,fecalCalProtectin_UC,48,13,23.32419320896325,combinedF
null,2,fecalCalProtectin_UC,49,13,11.215547364580281,combinedF
null,2,fecalCalProtectin_UC,50,13,32.52114570868898,combinedF
null,2,fecalCalProtectin_UC,51,13,24.76237509650381,combinedF
null,2,fecalCalProtectin_UC,52,13,39.0801367500974,combinedF
null,2,fecalCalProtectin_UC,53,13,13.601814645627762,combinedF
null,2,fecalCalProtectin_UC,54,13,36.65877632523919,combinedF
null,2,fecalCalProtectin_UC,55,13,23.13388897764468,combinedF
null,2,fecalCalProtectin_UC,56,13,28.989024729983548,combinedF
null,2,fecalCalProtectin_UC,57,13,19.36854443439905,combinedF
null,2,fecalCalProtectin_UC,58,13,20.507424177167806,combinedF
null,2,fecalCalProtectin_UC,59,13,28.69131027243889,combinedF
null,2,fecalCalProtectin_UC,60,9,25.91292355282473,combinedF
null,2,fecalCalProtectin_UC,61,13,11.476914278644657,combinedF
null,2,fecalCalProtectin_UC,62,13,20.781546009368554,combinedF
null,2,fecalCalProtectin_UC,63,13,24.79386684545074,combinedF
null,2,fecalCalProtectin_UC,64,13,36.25044569800414,combinedF
null,2,fecalCalProtectin_UC,65,13,30.751381084801256,combinedF
null,2,fecalCalProtectin_UC,66,6,14.127433625736561,combinedF
null,2,fecalCalProtectin_UC,67,13,25.393854366703046,combinedF
null,2,fecalCalProtectin_UC,68,13,43.27363709267556,combinedF
null,2,fecalCalProtectin_UC,69,13,13.346617650410414,combinedF
null,2,fecalCalProtectin_UC,70,13,9.390449294084636,combinedF
null,2,fecalCalProtectin_UC,71,7,15.089079416879732,combinedF
null,2,fecalCalProtectin_UC,72,13,16.986794143695526,combinedF
null,2,fecalCalProtectin_UC,73,13,13.099842577016538,combinedF
null,2,fecalCalProtectin_UC,74,13,28.889277678434205,combinedF
null,2,fecalCalProtectin_UC,75,13,21.821899204136244,combinedF
null,2,fecalCalProtectin_UC,76,13,20.669758851371856,combinedF
null,2,fecalCalProtectin_UC,77,12,20.270695950866266,combinedF
null,2,fecalCalProtectin_UC,78,5,9.719940057582015,combinedF
null,2,fecalCalProtectin_UC,79,13,10.853556562209356,combinedF
null,2,fecalCalProtectin_UC,80,13,21.28795177220396,combinedF
null,2,fecalCalProtectin_UC,81,11,30.832769017526346,combinedF
null,2,fecalCalProtectin_UC,82,6,10.981797985821382,combinedF
null,2,fecalCalProtectin_UC,83,13,27.843365853789543,combinedF
null,2,fecalCalProtectin_UC,84,13,17.676933335561955,combinedF
null,2,fecalCalProtectin_UC,85,13,24.125657167510937,combinedF
null,2,fecalCalProtectin_UC,86,9,15.884931838363398,combinedF
null,2,fecalCalProtectin_UC,87,13,20.81951932539404,combinedF
null,2,fecalCalProtectin_UC,88,13,19.50039673886763,combinedF
null,2,fecalCalProtectin_UC,89,13,26.351816356697185,combinedF
null,2,fecalCalProtectin_UC,90,13,6.618487076272182,combinedF
null,2,fecalCalProtectin_UC,91,13,17.12197699813196,combinedF
null,2,fecalCalProtectin_UC,92,13,24.729977451947846,combinedF
null,2,fecalCalProtectin_UC,93,13,20.90204192516376,combinedF
null,2,fecalCalProtectin_UC,94,13,29.15769623754903,combinedF
null,2,fecalCalProtectin_UC,95,13,15.527421572614244,combinedF
null,2,fecalCalProtectin_UC,96,13,19.991401663090883,combinedF
null,2,fecalCalProtectin_UC,97,13,23.884593633025847,combinedF
null,2,fecalCalProtectin_UC,98,13,26.250938228328227,combinedF
null,2,fecalCalProtectin_UC,99,11,22.002601035952377,combinedF
null,2,fecalCalProtectin_UC,100,13,18.98451942299312,combinedF
